"assembly"	"sample"	"design"	"raw total sequences"	"filtered sequences"	"sequences"	"is sorted"	"1st fragments"	"last fragments"	"reads mapped"	"reads mapped and paired"	"reads unmapped"	"reads properly paired"	"reads paired"	"reads duplicated"	"reads MQ0"	"reads QC failed"	"non-primary alignments"	"supplementary alignments"	"total length"	"total first fragment length"	"total last fragment length"	"bases mapped"	"bases mapped (cigar)"	"bases trimmed"	"bases duplicated"	"mismatches"	"error rate"	"average length"	"average first fragment length"	"average last fragment length"	"maximum length"	"maximum first fragment length"	"maximum last fragment length"	"average quality"	"insert size average"	"insert size standard deviation"	"inward oriented pairs"	"outward oriented pairs"	"pairs with other orientation"	"pairs on different chromosomes"	"percentage of properly paired reads (%)"
"T2T-CHM13"	"HG03595"	"1kGP WGS
long-read"	3298265	0	3298265	1	3298265	0	3120974	0	177291	0	0	0	18371	0	805037	466165	59190700000	59190700000	0	58017950000	5.7283e+10	0	0	3852095000	0.06724674	17946	17946	0	851167	851167	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03598"	"1kGP WGS
long-read"	10593990	0	10593990	1	10593990	0	9986364	0	607625	0	0	0	117302	0	3076113	1942286	62299900000	62299900000	0	59894140000	58768710000	0	0	4494541000	0.07647847	5881	5881	0	579274	579274	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03600"	"1kGP WGS
long-read"	4894095	0	4894095	1	4894095	0	4526506	0	367589	0	0	0	54505	0	1462421	1048833	39981120000	39981120000	0	38274570000	37205630000	0	0	3483542000	0.09362943	8169	8169	0	276352	276352	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03604"	"1kGP WGS
long-read"	8585445	0	8585445	1	8585445	0	8159720	0	425725	0	0	0	80018	0	2178954	1467429	72889930000	72889930000	0	71029560000	70018430000	0	0	4739121000	0.06768391	8490	8490	0	773307	773307	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03607"	"1kGP WGS
long-read"	6235412	0	6235412	1	6235412	0	5846212	0	389200	0	0	0	57983	0	1569305	952624	55274330000	55274330000	0	53748240000	53026720000	0	0	3529300000	0.06655701	8865	8865	0	655226	655226	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03633"	"1kGP WGS
long-read"	2822633	0	2822633	1	2822633	0	2683141	0	139492	0	0	0	28948	0	844415	493339	28553650000	28553650000	0	27616150000	27008150000	0	0	1752334000	0.06488167	10116	10116	0	677720	677720	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03639"	"1kGP WGS
long-read"	2338069	0	2338069	1	2338069	0	2220888	0	117181	0	0	0	23514	0	775725	559483	28520930000	28520930000	0	27689970000	27096430000	0	0	1804148000	0.06658251	12198	12198	0	842032	842032	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03640"	"1kGP WGS
long-read"	7083080	0	7083080	1	7083080	0	6754584	0	328496	0	0	0	77700	0	1987343	1519796	60444570000	60444570000	0	58864060000	57848900000	0	0	3380214000	0.05843177	8534	8534	0	1449522	1449522	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03644"	"1kGP WGS
long-read"	5161062	0	5161062	1	5161062	0	4916363	0	244699	0	0	0	53760	0	1465739	1103045	47244220000	47244220000	0	45941770000	44993310000	0	0	2938889000	0.06531835	9154	9154	0	879928	879928	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03645"	"1kGP WGS
long-read"	7469216	0	7469216	1	7469216	0	7126957	0	342259	0	0	0	67709	0	2117841	1077131	66891630000	66891630000	0	65094920000	64079040000	0	0	3147431000	0.04911795	8956	8956	0	526245	526245	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03650"	"1kGP WGS
long-read"	4062702	0	4062702	1	4062702	0	3868615	0	194087	0	0	0	38675	0	1215530	829526	39719870000	39719870000	0	38494120000	37756420000	0	0	2425438000	0.06423908	9777	9777	0	486616	486616	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03672"	"1kGP WGS
long-read"	2605126	0	2605126	1	2605126	0	2478914	0	126212	0	0	0	21711	0	827332	584893	35700600000	35700600000	0	34706960000	34009940000	0	0	2258792000	0.06641564	13704	13704	0	594356	594356	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03673"	"1kGP WGS
long-read"	4278469	0	4278469	1	4278469	0	4082380	0	196089	0	0	0	27332	0	1169580	567365	47858740000	47858740000	0	46453240000	45577100000	0	0	2721538000	0.05971284	11186	11186	0	713160	713160	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03681"	"1kGP WGS
long-read"	11279220	0	11279220	1	11279220	0	10830560	0	448656	0	0	0	160907	0	3657867	1980178	67928300000	67928300000	0	66195520000	65205250000	0	0	2931809000	0.04496277	6022	6022	0	975483	975483	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03686"	"1kGP WGS
long-read"	8230948	0	8230948	1	8230948	0	7940852	0	290096	0	0	0	102273	0	2441003	1526883	51735310000	51735310000	0	50645570000	50033810000	0	0	2295318000	0.04587535	6285	6285	0	844016	844016	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03687"	"1kGP WGS
long-read"	10416100	0	10416100	1	10416100	0	9848307	0	567794	0	0	0	72415	0	3106047	660922	120098300000	120098300000	0	116383600000	114800200000	0	0	8923684000	0.07773227	11530	11530	0	742425	742425	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03689"	"1kGP WGS
long-read"	3868814	0	3868814	1	3868814	0	3713092	0	155722	0	0	0	40038	0	1023756	900799	27416630000	27416630000	0	26930420000	26648300000	0	0	1335876000	0.05012987	7087	7087	0	1157845	1157845	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03690"	"1kGP WGS
long-read"	5445650	0	5445650	1	5445650	0	5218347	0	227303	0	0	0	52790	0	1436914	1335439	42215050000	42215050000	0	41349670000	40830250000	0	0	2139002000	0.05238768	7752	7752	0	1072648	1072648	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03695"	"1kGP WGS
long-read"	5035719	0	5035719	1	5035719	0	4855544	0	180175	0	0	0	60184	0	1442165	803317	31250290000	31250290000	0	30695850000	30408860000	0	0	1436112000	0.04722677	6206	6206	0	888018	888018	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03697"	"1kGP WGS
long-read"	7136404	0	7136404	1	7136404	0	6705254	0	431150	0	0	0	89368	0	2273571	1504102	50691990000	50691990000	0	48947010000	47584720000	0	0	2919144000	0.06134625	7103	7103	0	1192393	1192393	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03703"	"1kGP WGS
long-read"	5289855	0	5289855	1	5289855	0	5072560	0	217295	0	0	0	59800	0	1441315	1117205	26848140000	26848140000	0	26183470000	25890620000	0	0	1180519000	0.04559638	5075	5075	0	1345583	1345583	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03705"	"1kGP WGS
long-read"	9267821	0	9267821	1	9267821	0	8908523	0	359298	0	0	0	116501	0	2857237	1664181	52292750000	52292750000	0	51062200000	50499080000	0	0	2216630000	0.04389448	5642	5642	0	1025328	1025328	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03708"	"1kGP WGS
long-read"	7732765	0	7732765	1	7732765	0	7358413	0	374352	0	0	0	98280	0	2253497	1450777	34492540000	34492540000	0	33258240000	32735170000	0	0	2286504000	0.06984856	4461	4461	0	149391	149391	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03709"	"1kGP WGS
long-read"	8757359	0	8757359	1	8757359	0	8331664	0	425695	0	0	0	99161	0	2465018	1594021	50546360000	50546360000	0	48790910000	48037590000	0	0	3278880000	0.06825655	5772	5772	0	620442	620442	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03711"	"1kGP WGS
long-read"	3674873	0	3674873	1	3674873	0	3499495	0	175378	0	0	0	35959	0	1004693	795231	31190750000	31190750000	0	30300450000	29776420000	0	0	2268064000	0.0761698	8488	8488	0	739592	739592	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03714"	"1kGP WGS
long-read"	5634375	0	5634375	1	5634375	0	5284550	0	349825	0	0	0	56965	0	1727818	1530491	56658960000	56658960000	0	55017890000	54181080000	0	0	4062208000	0.07497466	10056	10056	0	603387	603387	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03721"	"1kGP WGS
long-read"	5454542	0	5454542	1	5454542	0	5086374	0	368168	0	0	0	44449	0	1535643	797649	60176580000	60176580000	0	58029370000	56979630000	0	0	4324318000	0.07589234	11032	11032	0	637856	637856	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03722"	"1kGP WGS
long-read"	2828792	0	2828792	1	2828792	0	2623454	0	205338	0	0	0	17389	0	716302	368584	40144170000	40144170000	0	38989010000	38393810000	0	0	2485605000	0.06473973	14191	14191	0	718893	718893	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03727"	"1kGP WGS
long-read"	4156358	0	4156358	1	4156358	0	3899979	0	256379	0	0	0	36434	0	1211710	639114	45564240000	45564240000	0	44020560000	43251960000	0	0	3702241000	0.08559707	10963	10963	0	283350	283350	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03729"	"1kGP WGS
long-read"	4809117	0	4809117	1	4809117	0	4536667	0	272450	0	0	0	38818	0	1418430	827055	71338710000	71338710000	0	69268570000	67781080000	0	0	4814584000	0.07103138	14834	14834	0	986369	986369	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03730"	"1kGP WGS
long-read"	2965669	0	2965669	1	2965669	0	2782042	0	183627	0	0	0	22472	0	824011	463745	37668560000	37668560000	0	36381650000	35639170000	0	0	2722760000	0.07639797	12702	12702	0	419891	419891	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03740"	"1kGP WGS
long-read"	4770402	0	4770402	1	4770402	0	4406107	0	364295	0	0	0	48216	0	1346668	983036	39801760000	39801760000	0	37941850000	36852020000	0	0	3921183000	0.1064035	8343	8343	0	219064	219064	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03741"	"1kGP WGS
long-read"	4922535	0	4922535	1	4922535	0	4363512	0	559023	0	0	0	40204	0	1199899	906048	34182760000	34182760000	0	31760090000	30540740000	0	0	3509291000	0.1149053	6944	6944	0	592535	592535	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03742"	"1kGP WGS
long-read"	3602181	0	3602181	1	3602181	0	3402876	0	199305	0	0	0	29793	0	1131743	594917	47884010000	47884010000	0	46217270000	45274340000	0	0	3276074000	0.07236049	13293	13293	0	894619	894619	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03746"	"1kGP WGS
long-read"	7464915	0	7464915	1	7464915	0	7133046	0	331869	0	0	0	81593	0	2156338	1394556	50637340000	50637340000	0	49123670000	48365930000	0	0	3255378000	0.06730725	6783	6783	0	568193	568193	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03753"	"1kGP WGS
long-read"	13522360	0	13522360	1	13522360	0	12940140	0	582223	0	0	0	160370	0	4188749	2653291	74617130000	74617130000	0	72321430000	71360420000	0	0	3882436000	0.05440602	5518	5518	0	808142	808142	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03756"	"1kGP WGS
long-read"	5291125	0	5291125	1	5291125	0	5023831	0	267294	0	0	0	54482	0	1453856	1172358	35024820000	35024820000	0	33804260000	33186480000	0	0	2271566000	0.06844852	6620	6620	0	668951	668951	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03760"	"1kGP WGS
long-read"	3426535	0	3426535	1	3426535	0	3270005	0	156530	0	0	0	23257	0	955624	613257	45171840000	45171840000	0	44020310000	43232190000	0	0	2655953000	0.06143462	13183	13183	0	797655	797655	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03761"	"1kGP WGS
long-read"	5193304	0	5193304	1	5193304	0	4929382	0	263922	0	0	0	59463	0	1605976	1030605	46258940000	46258940000	0	44945490000	44118440000	0	0	2547391000	0.05773983	8907	8907	0	885199	885199	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03780"	"1kGP WGS
long-read"	2903932	0	2903932	1	2903932	0	2719435	0	184497	0	0	0	19585	0	787532	472946	38308640000	38308640000	0	37224490000	36588020000	0	0	2529594000	0.06913722	13192	13192	0	957115	957115	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03781"	"1kGP WGS
long-read"	4619025	0	4619025	1	4619025	0	4366051	0	252974	0	0	0	33541	0	1301185	634193	60403200000	60403200000	0	58652670000	57607660000	0	0	3874701000	0.06726017	13077	13077	0	663430	663430	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03784"	"1kGP WGS
long-read"	7719562	0	7719562	1	7719562	0	7379630	0	339932	0	0	0	58963	0	2101731	788337	83315630000	83315630000	0	81066180000	79721190000	0	0	5545017000	0.06955512	10793	10793	0	793107	793107	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03786"	"1kGP WGS
long-read"	5574974	0	5574974	1	5574974	0	5235284	0	339690	0	0	0	53947	0	1610759	855142	67083050000	67083050000	0	65142060000	64182770000	0	0	4744590000	0.0739231	12033	12033	0	808172	808172	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03792"	"1kGP WGS
long-read"	6041754	0	6041754	1	6041754	0	5717659	0	324095	0	0	0	54441	0	1804585	874070	68442170000	68442170000	0	66424560000	65345240000	0	0	4320273000	0.06611458	11328	11328	0	876132	876132	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03793"	"1kGP WGS
long-read"	5879140	0	5879140	1	5879140	0	5567201	0	311939	0	0	0	52669	0	1491961	923708	43562990000	43562990000	0	42221420000	41618530000	0	0	2590736000	0.06224958	7410	7410	0	895737	895737	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03794"	"1kGP WGS
long-read"	5054751	0	5054751	1	5054751	0	4725157	0	329594	0	0	0	40798	0	1557781	944579	75206780000	75206780000	0	72667400000	70956700000	0	0	5229228000	0.07369604	14878	14878	0	1045889	1045889	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03797"	"1kGP WGS
long-read"	3932724	0	3932724	1	3932724	0	3734199	0	198525	0	0	0	28980	0	1064807	569951	53130200000	53130200000	0	51857010000	51078710000	0	0	3633090000	0.07112729	13510	13510	0	611383	611383	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03800"	"1kGP WGS
long-read"	5814475	0	5814475	1	5814475	0	5445820	0	368655	0	0	0	44811	0	1743211	693488	67610510000	67610510000	0	65096640000	63761470000	0	0	4629368000	0.07260447	11628	11628	0	1079068	1079068	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03802"	"1kGP WGS
long-read"	6309535	0	6309535	1	6309535	0	5986741	0	322794	0	0	0	56503	0	1852008	1128277	74862170000	74862170000	0	72628790000	71244400000	0	0	5070081000	0.07116462	11865	11865	0	868086	868086	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03803"	"1kGP WGS
long-read"	2096963	0	2096963	1	2096963	0	1969970	0	126993	0	0	0	17220	0	635161	365865	27077050000	27077050000	0	26182310000	25645250000	0	0	1968239000	0.07674867	12913	12913	0	386243	386243	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03805"	"1kGP WGS
long-read"	1920721	0	1920721	1	1920721	0	1802341	0	118380	0	0	0	14764	0	539781	388569	30586790000	30586790000	0	29476820000	28786320000	0	0	2227856000	0.07739289	15925	15925	0	839322	839322	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03809"	"1kGP WGS
long-read"	5883693	0	5883693	1	5883693	0	5483839	0	399854	0	0	0	57836	0	1898289	986158	66733960000	66733960000	0	64168810000	62880010000	0	0	5256092000	0.08358924	11342	11342	0	1123869	1123869	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03812"	"1kGP WGS
long-read"	4518656	0	4518656	1	4518656	0	4257349	0	261307	0	0	0	36178	0	1361441	866556	62719490000	62719490000	0	60997890000	59922480000	0	0	4061875000	0.0677855	13880	13880	0	714947	714947	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03816"	"1kGP WGS
long-read"	6927222	0	6927222	1	6927222	0	6506693	0	420529	0	0	0	50977	0	2005876	1196952	86642900000	86642900000	0	83760740000	82009370000	0	0	6389732000	0.07791466	12508	12508	0	1429665	1429665	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03821"	"1kGP WGS
long-read"	6864917	0	6864917	1	6864917	0	6484086	0	380831	0	0	0	55586	0	1932795	907639	67695370000	67695370000	0	65401260000	64193970000	0	0	4915480000	0.07657229	9861	9861	0	370863	370863	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03830"	"1kGP WGS
long-read"	3776918	0	3776918	1	3776918	0	3542305	0	234613	0	0	0	34324	0	1129908	781749	42263140000	42263140000	0	40873480000	40071580000	0	0	3196977000	0.07978166	11190	11190	0	856217	856217	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03836"	"1kGP WGS
long-read"	6344038	0	6344038	1	6344038	0	6048874	0	295164	0	0	0	65956	0	1804150	1275080	45665180000	45665180000	0	44192820000	43345860000	0	0	2537362000	0.05853759	7198	7198	0	700712	700712	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03837"	"1kGP WGS
long-read"	18044720	0	18044720	1	18044720	0	17138300	0	906422	0	0	0	230366	0	5301646	2332408	118659400000	118659400000	0	115362700000	1.13667e+11	0	0	7687248000	0.06762954	6576	6576	0	857885	857885	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03838"	"1kGP WGS
long-read"	3388261	0	3388261	1	3388261	0	3211875	0	176386	0	0	0	29939	0	1020396	665739	36455370000	36455370000	0	35294630000	34617830000	0	0	2191025000	0.06329181	10759	10759	0	765421	765421	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03842"	"1kGP WGS
long-read"	5577858	0	5577858	1	5577858	0	5297822	0	280036	0	0	0	68691	0	1655192	1225607	38521290000	38521290000	0	37392560000	36802680000	0	0	1964949000	0.05339146	6906	6906	0	871010	871010	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03844"	"1kGP WGS
long-read"	2560888	0	2560888	1	2560888	0	2424670	0	136218	0	0	0	21963	0	773299	407303	29750670000	29750670000	0	28732650000	28162290000	0	0	1892279000	0.06719192	11617	11617	0	454619	454619	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03848"	"1kGP WGS
long-read"	3893661	0	3893661	1	3893661	0	3681733	0	211928	0	0	0	39016	0	1209405	616419	37425160000	37425160000	0	36164480000	35445500000	0	0	2607811000	0.07357241	9612	9612	0	582252	582252	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03854"	"1kGP WGS
long-read"	15193490	0	15193490	1	15193490	0	14653720	0	539769	0	0	0	192960	0	4638469	3368164	83585140000	83585140000	0	81497630000	80375630000	0	0	4317603000	0.05371781	5501	5501	0	881364	881364	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03856"	"1kGP WGS
long-read"	8655733	0	8655733	1	8655733	0	8346034	0	309699	0	0	0	103945	0	2526870	1613511	60441710000	60441710000	0	58975050000	58122420000	0	0	3125397000	0.05377266	6983	6983	0	607182	607182	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03862"	"1kGP WGS
long-read"	5256362	0	5256362	1	5256362	0	4961604	0	294758	0	0	0	40263	0	1458589	740115	63841400000	63841400000	0	6.2137e+10	61143770000	0	0	4156887000	0.06798546	12146	12146	0	621635	621635	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03863"	"1kGP WGS
long-read"	8326140	0	8326140	1	8326140	0	8021385	0	304755	0	0	0	82416	0	2152870	1261820	53681940000	53681940000	0	52593990000	51972380000	0	0	2901640000	0.05583042	6447	6447	0	642433	642433	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03869"	"1kGP WGS
long-read"	3826230	0	3826230	1	3826230	0	3602402	0	223828	0	0	0	29400	0	1126478	543452	47554090000	47554090000	0	45985390000	44889030000	0	0	3360973000	0.07487293	12428	12428	0	692923	692923	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03870"	"1kGP WGS
long-read"	2720452	0	2720452	1	2720452	0	2549523	0	170929	0	0	0	25074	0	783118	445447	35407860000	35407860000	0	33969050000	33150750000	0	0	2815115000	0.0849186	13015	13015	0	389718	389718	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03871"	"1kGP WGS
long-read"	3133252	0	3133252	1	3133252	0	2977383	0	155869	0	0	0	24126	0	875079	474329	39256490000	39256490000	0	38102310000	37386810000	0	0	2807966000	0.07510579	12529	12529	0	735390	735390	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03872"	"1kGP WGS
long-read"	7658663	0	7658663	1	7658663	0	7322277	0	336386	0	0	0	89169	0	2268195	1747929	49476320000	49476320000	0	48384360000	47753410000	0	0	2943418000	0.06163785	6460	6460	0	1606969	1606969	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03882"	"1kGP WGS
long-read"	15774790	0	15774790	1	15774790	0	14780890	0	993893	0	0	0	172889	0	4341997	2839049	82482480000	82482480000	0	78937460000	77528580000	0	0	5626052000	0.07256746	5229	5229	0	925189	925189	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03886"	"1kGP WGS
long-read"	1130258	0	1130258	1	1130258	0	1054783	0	75475	0	0	0	8465	0	319425	194572	13550660000	13550660000	0	12991220000	12644320000	0	0	1026906000	0.0812148	11989	11989	0	420694	420694	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03888"	"1kGP WGS
long-read"	2766242	0	2766242	1	2766242	0	2640643	0	125599	0	0	0	20950	0	801231	454395	32833410000	32833410000	0	31960250000	31393410000	0	0	2003503000	0.06381923	11869	11869	0	720046	720046	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03890"	"1kGP WGS
long-read"	1583081	0	1583081	1	1583081	0	1512262	0	70819	0	0	0	14472	0	456614	217771	16428990000	16428990000	0	15976090000	15733800000	0	0	1078613000	0.06855392	10378	10378	0	339225	339225	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03894"	"1kGP WGS
long-read"	1147023	0	1147023	1	1147023	0	1062076	0	84947	0	0	0	8253	0	318249	185340	14925760000	14925760000	0	14355640000	14051820000	0	0	980298900	0.06976312	13013	13013	0	539862	539862	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03895"	"1kGP WGS
long-read"	2024812	0	2024812	1	2024812	0	1914517	0	110295	0	0	0	13079	0	552531	336686	28092610000	28092610000	0	27271700000	26724160000	0	0	1961032000	0.0733805	13874	13874	0	559247	559247	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03900"	"1kGP WGS
long-read"	8121114	0	8121114	1	8121114	0	7807442	0	313672	0	0	0	93226	0	2282960	1606450	58561460000	58561460000	0	57046650000	56082030000	0	0	3263079000	0.05818405	7211	7211	0	819501	819501	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03904"	"1kGP WGS
long-read"	5009899	0	5009899	1	5009899	0	4715535	0	294364	0	0	0	40161	0	1441442	912537	62281700000	62281700000	0	60497620000	59371280000	0	0	4162471000	0.07010917	12432	12432	0	1182583	1182583	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03916"	"1kGP WGS
long-read"	6204756	0	6204756	1	6204756	0	5837124	0	367632	0	0	0	47667	0	1777346	1021047	73380370000	73380370000	0	70941770000	69407680000	0	0	5273548000	0.07597931	11826	11826	0	1584390	1584390	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03925"	"1kGP WGS
long-read"	2860428	0	2860428	1	2860428	0	2667983	0	192445	0	0	0	20640	0	810884	527383	49328310000	49328310000	0	48013900000	47119740000	0	0	3314241000	0.07033657	17245	17245	0	481004	481004	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03928"	"1kGP WGS
long-read"	10097180	0	10097180	1	10097180	0	9517728	0	579455	0	0	0	101694	0	2768863	2578437	73179400000	73179400000	0	70509920000	68821030000	0	0	4712266000	0.06847131	7248	7248	0	1854823	1854823	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03929"	"1kGP WGS
long-read"	9549712	0	9549712	1	9549712	0	8996092	0	553620	0	0	0	100744	0	2669593	2368360	65024910000	65024910000	0	62556100000	61281510000	0	0	4472278000	0.07297923	6809	6809	0	1010150	1010150	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03931"	"1kGP WGS
long-read"	9343255	0	9343255	1	9343255	0	8848949	0	494306	0	0	0	91372	0	2557200	2045649	75484490000	75484490000	0	72942450000	71420780000	0	0	5012123000	0.07017738	8079	8079	0	927130	927130	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03940"	"1kGP WGS
long-read"	7465102	0	7465102	1	7465102	0	7088091	0	377011	0	0	0	82665	0	2254803	2412863	55162840000	55162840000	0	53405180000	52268970000	0	0	3551007000	0.06793719	7389	7389	0	655845	655845	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03941"	"1kGP WGS
long-read"	12733000	0	12733000	1	12733000	0	11931530	0	801474	0	0	0	198101	0	4382893	3257882	55263340000	55263340000	0	52629600000	51561570000	0	0	3435442000	0.06662795	4340	4340	0	771047	771047	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03947"	"1kGP WGS
long-read"	2982607	0	2982607	1	2982607	0	2813301	0	169306	0	0	0	25731	0	872227	523255	32341690000	32341690000	0	31181990000	30579320000	0	0	2322846000	0.07596134	10843	10843	0	621113	621113	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03963"	"1kGP WGS
long-read"	4504366	0	4504366	1	4504366	0	4212125	0	292241	0	0	0	50897	0	1303268	992060	29501820000	29501820000	0	28404270000	27950800000	0	0	1880034000	0.06726228	6550	6550	0	1040499	1040499	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03965"	"1kGP WGS
long-read"	6049422	0	6049422	1	6049422	0	5698105	0	351317	0	0	0	67542	0	1690840	1202773	41257790000	41257790000	0	39695500000	38981220000	0	0	2652883000	0.06805542	6820	6820	0	1061720	1061720	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03968"	"1kGP WGS
long-read"	5563558	0	5563558	1	5563558	0	5276062	0	287496	0	0	0	56455	0	1444831	1119352	43374890000	43374890000	0	42248230000	41660350000	0	0	2786835000	0.06689417	7796	7796	0	1050353	1050353	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03972"	"1kGP WGS
long-read"	9358096	0	9358096	1	9358096	0	8865631	0	492465	0	0	0	91401	0	2555951	1391426	60581150000	60581150000	0	58706010000	57798560000	0	0	3945914000	0.06827012	6474	6474	0	588692	588692	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03973"	"1kGP WGS
long-read"	8182567	0	8182567	1	8182567	0	7619615	0	562952	0	0	0	76347	0	2127787	1363216	60399420000	60399420000	0	58041820000	56982480000	0	0	4239144000	0.07439382	7381	7381	0	843697	843697	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG03976"	"1kGP WGS
long-read"	9825585	0	9825585	1	9825585	0	9262756	0	562829	0	0	0	107635	0	2782205	1690161	62318870000	62318870000	0	59935250000	58904510000	0	0	4594474000	0.07799868	6343	6343	0	294326	294326	0	255	0	0	0	0	0	0	0
