"assembly"	"sample"	"design"	"method"	"Median quality"	"Average quality"
"hg38"	"NA12386"	"1kGP WGS
long-read"	"cramino_qual"	15	14.19836400818
"hg38"	"NA12766"	"1kGP WGS
long-read"	"cramino_qual"	15	14.132382892057
"hg38"	"NA12801"	"1kGP WGS
long-read"	"cramino_qual"	14	13.7433808553971
"hg38"	"NA12802"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8518518518519
"hg38"	"NA12877"	"1kGP WGS
long-read"	"cramino_qual"	13	12.5337423312883
"hg38"	"NA12878"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6700819672131
"hg38"	"NA12889"	"1kGP WGS
long-read"	"cramino_qual"	15	14
"hg38"	"NA12890"	"1kGP WGS
long-read"	"cramino_qual"	16	14.859756097561
"hg38"	"NA12891"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8428571428571
"hg38"	"NA12892"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4681724845996
"hg38"	"NA15204"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9081632653061
"hg38"	"NA15208"	"1kGP WGS
long-read"	"cramino_qual"	15	14.9364754098361
"hg38"	"NA15725"	"1kGP WGS
long-read"	"cramino_qual"	15	14.375
"hg38"	"NA15727"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3251533742331
"hg38"	"NA15728"	"1kGP WGS
long-read"	"cramino_qual"	14.5	14.0489795918367
"hg38"	"NA15729"	"1kGP WGS
long-read"	"cramino_qual"	16	14.958932238193
"hg38"	"NA15730"	"1kGP WGS
long-read"	"cramino_qual"	15	14.7233606557377
"hg38"	"NA15732"	"1kGP WGS
long-read"	"cramino_qual"	15	14.7392197125257
"hg38"	"NA18498"	"1kGP WGS
long-read"	"cramino_qual"	17	16.0184049079755
"hg38"	"NA18499"	"1kGP WGS
long-read"	"cramino_qual"	17	15.6639344262295
"hg38"	"NA18502"	"1kGP WGS
long-read"	"cramino_qual"	16	14.7382413087935
"hg38"	"NA18504"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3770491803279
"hg38"	"NA18510"	"1kGP WGS
long-read"	"cramino_qual"	16	14.920245398773
"hg38"	"NA18516"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6543967280164
"hg38"	"NA18520"	"1kGP WGS
long-read"	"cramino_qual"	16	15.4969199178645
"hg38"	"NA18523"	"1kGP WGS
long-read"	"cramino_qual"	17	15.8790983606557
"hg38"	"NA18525"	"1kGP WGS
long-read"	"cramino_qual"	13	12.8081632653061
"hg38"	"NA18526"	"1kGP WGS
long-read"	"cramino_qual"	15	14.5799180327869
"hg38"	"NA18528"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3387755102041
"hg38"	"NA18530"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1734693877551
"hg38"	"NA18532"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1632653061224
"hg38"	"NA18537"	"1kGP WGS
long-read"	"cramino_qual"	15	14.2269938650307
"hg38"	"NA18538"	"1kGP WGS
long-read"	"cramino_qual"	10	10.580121703854
"hg38"	"NA18539"	"1kGP WGS
long-read"	"cramino_qual"	15	14.2775510204082
"hg38"	"NA18540"	"1kGP WGS
long-read"	"cramino_qual"	15	14.388090349076
"hg38"	"NA18544"	"1kGP WGS
long-read"	"cramino_qual"	15	13.9815950920245
"hg38"	"NA18546"	"1kGP WGS
long-read"	"cramino_qual"	15	14.5498981670061
"hg38"	"NA18552"	"1kGP WGS
long-read"	"cramino_qual"	14	13.6102040816327
"hg38"	"NA18553"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1142857142857
"hg38"	"NA18555"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6877551020408
"hg38"	"NA18565"	"1kGP WGS
long-read"	"cramino_qual"	15	14.2889344262295
"hg38"	"NA18566"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4061224489796
"hg38"	"NA18567"	"1kGP WGS
long-read"	"cramino_qual"	15	14.5734693877551
"hg38"	"NA18570"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4282786885246
"hg38"	"NA18571"	"1kGP WGS
long-read"	"cramino_qual"	13	13.1288343558282
"hg38"	"NA18577"	"1kGP WGS
long-read"	"cramino_qual"	15	14.2889344262295
"hg38"	"NA18579"	"1kGP WGS
long-read"	"cramino_qual"	15	14.2433537832311
"hg38"	"NA18591"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3714285714286
"hg38"	"NA18592"	"1kGP WGS
long-read"	"cramino_qual"	15	14.7034764826176
"hg38"	"NA18595"	"1kGP WGS
long-read"	"cramino_qual"	12	11.9044715447154
"hg38"	"NA18599"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0327198364008
"hg38"	"NA18603"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2965235173824
"hg38"	"NA18605"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5184426229508
"hg38"	"NA18612"	"1kGP WGS
long-read"	"cramino_qual"	16	15.3312883435583
"hg38"	"NA18616"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2581967213115
"hg38"	"NA18621"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0981595092025
"hg38"	"NA18623"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9427402862986
"hg38"	"NA18625"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1635991820041
"hg38"	"NA18632"	"1kGP WGS
long-read"	"cramino_qual"	16	15.094262295082
"hg38"	"NA18637"	"1kGP WGS
long-read"	"cramino_qual"	16	15
"hg38"	"NA18639"	"1kGP WGS
long-read"	"cramino_qual"	15	14.7367346938776
"hg38"	"NA18642"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1942740286299
"hg38"	"NA18741"	"1kGP WGS
long-read"	"cramino_qual"	17	16.0570264765784
"hg38"	"NA18853"	"1kGP WGS
long-read"	"cramino_qual"	16	15.3463114754098
"hg38"	"NA18859"	"1kGP WGS
long-read"	"cramino_qual"	16	15.6611570247934
"hg38"	"NA18862"	"1kGP WGS
long-read"	"cramino_qual"	18	16.9364754098361
"hg38"	"NA18867"	"1kGP WGS
long-read"	"cramino_qual"	17	16.1782786885246
"hg38"	"NA18868"	"1kGP WGS
long-read"	"cramino_qual"	17	16.2699386503067
"hg38"	"NA18873"	"1kGP WGS
long-read"	"cramino_qual"	18	16.9406952965235
"hg38"	"NA18874"	"1kGP WGS
long-read"	"cramino_qual"	17	16.6127049180328
"hg38"	"NA18912"	"1kGP WGS
long-read"	"cramino_qual"	17	16.0142857142857
"hg38"	"NA18913"	"1kGP WGS
long-read"	"cramino_qual"	17	16.547131147541
"hg38"	"NA18940"	"1kGP WGS
long-read"	"cramino_qual"	16	15.6700610997963
"hg38"	"NA18941"	"1kGP WGS
long-read"	"cramino_qual"	17	16.7227926078029
"hg38"	"NA18942"	"1kGP WGS
long-read"	"cramino_qual"	17	16.2525667351129
"hg38"	"NA18944"	"1kGP WGS
long-read"	"cramino_qual"	17	16.5623721881391
"hg38"	"NA18946"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1326530612245
"hg38"	"NA18947"	"1kGP WGS
long-read"	"cramino_qual"	15	13.959100204499
"hg38"	"NA18953"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3251533742331
"hg38"	"NA18956"	"1kGP WGS
long-read"	"cramino_qual"	15	14.5508130081301
"hg38"	"NA18960"	"1kGP WGS
long-read"	"cramino_qual"	15	14.5142857142857
"hg38"	"NA18965"	"1kGP WGS
long-read"	"cramino_qual"	15	13.8228105906314
"hg38"	"NA18966"	"1kGP WGS
long-read"	"cramino_qual"	16	14.7612244897959
"hg38"	"NA18968"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8265306122449
"hg38"	"NA18969"	"1kGP WGS
long-read"	"cramino_qual"	16	14.669387755102
"hg38"	"NA18971"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9207317073171
"hg38"	"NA18972"	"1kGP WGS
long-read"	"cramino_qual"	13	13.1061224489796
"hg38"	"NA18974"	"1kGP WGS
long-read"	"cramino_qual"	16	14.827868852459
"hg38"	"NA18977"	"1kGP WGS
long-read"	"cramino_qual"	14	13.7454175152749
"hg38"	"NA18980"	"1kGP WGS
long-read"	"cramino_qual"	15	14.327868852459
"hg38"	"NA18981"	"1kGP WGS
long-read"	"cramino_qual"	13	12.8734693877551
"hg38"	"NA18983"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9754601226994
"hg38"	"NA18988"	"1kGP WGS
long-read"	"cramino_qual"	17	15.9568788501027
"hg38"	"NA18989"	"1kGP WGS
long-read"	"cramino_qual"	14	13.2924335378323
"hg38"	"NA19001"	"1kGP WGS
long-read"	"cramino_qual"	17	16.2085889570552
"hg38"	"NA19003"	"1kGP WGS
long-read"	"cramino_qual"	18	16.9855967078189
"hg38"	"NA19011"	"1kGP WGS
long-read"	"cramino_qual"	17	16.0081967213115
"hg38"	"NA19012"	"1kGP WGS
long-read"	"cramino_qual"	17	16.037037037037
"hg38"	"NA19017"	"1kGP WGS
long-read"	"cramino_qual"	16	15.4579055441478
"hg38"	"NA19019"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2122448979592
"hg38"	"NA19022"	"1kGP WGS
long-read"	"cramino_qual"	16	15.6102040816327
"hg38"	"NA19024"	"1kGP WGS
long-read"	"cramino_qual"	17	15.8172484599589
"hg38"	"NA19027"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1390593047035
"hg38"	"NA19028"	"1kGP WGS
long-read"	"cramino_qual"	17	15.6618852459016
"hg38"	"NA19031"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4188911704312
"hg38"	"NA19037"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2110655737705
"hg38"	"NA19043"	"1kGP WGS
long-read"	"cramino_qual"	16	15.3795918367347
"hg38"	"NA19055"	"1kGP WGS
long-read"	"cramino_qual"	12	11.7637474541752
"hg38"	"NA19059"	"1kGP WGS
long-read"	"cramino_qual"	15	14.2520491803279
"hg38"	"NA19068"	"1kGP WGS
long-read"	"cramino_qual"	13	12.7413441955193
"hg38"	"NA19070"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4795918367347
"hg38"	"NA19080"	"1kGP WGS
long-read"	"cramino_qual"	14	14.0633946830266
"hg38"	"NA19086"	"1kGP WGS
long-read"	"cramino_qual"	15	14.2151639344262
"hg38"	"NA19096"	"1kGP WGS
long-read"	"cramino_qual"	15	14.5632653061224
"hg38"	"NA19101"	"1kGP WGS
long-read"	"cramino_qual"	13	12.6775510204082
"hg38"	"NA19113"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1209016393443
"hg38"	"NA19114"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2836734693878
"hg38"	"NA19118"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0347648261759
"hg38"	"NA19119"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1922290388548
"hg38"	"NA19122"	"1kGP WGS
long-read"	"cramino_qual"	14	13.5376782077393
"hg38"	"NA19127"	"1kGP WGS
long-read"	"cramino_qual"	14	13.6319018404908
"hg38"	"NA19128"	"1kGP WGS
long-read"	"cramino_qual"	15	14.2167689161554
"hg38"	"NA19129"	"1kGP WGS
long-read"	"cramino_qual"	16	15.3872950819672
"hg38"	"NA19137"	"1kGP WGS
long-read"	"cramino_qual"	16	15.3885480572597
"hg38"	"NA19144"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9022403258656
"hg38"	"NA19146"	"1kGP WGS
long-read"	"cramino_qual"	17	15.8172484599589
"hg38"	"NA19147"	"1kGP WGS
long-read"	"cramino_qual"	17	16.2745901639344
"hg38"	"NA19153"	"1kGP WGS
long-read"	"cramino_qual"	16	15.065306122449
"hg38"	"NA19189"	"1kGP WGS
long-read"	"cramino_qual"	16	15.129363449692
"hg38"	"NA19193"	"1kGP WGS
long-read"	"cramino_qual"	16	15.010183299389
"hg38"	"NA19197"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1755102040816
"hg38"	"NA19207"	"1kGP WGS
long-read"	"cramino_qual"	16	14.7459016393443
"hg38"	"NA19238"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0756646216769
"hg38"	"NA19307"	"1kGP WGS
long-read"	"cramino_qual"	16	14.7572016460905
"hg38"	"NA19310"	"1kGP WGS
long-read"	"cramino_qual"	17	15.891393442623
"hg38"	"NA19315"	"1kGP WGS
long-read"	"cramino_qual"	17	15.7638603696099
"hg38"	"NA19319"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9364754098361
"hg38"	"NA19327"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5071283095723
"hg38"	"NA19328"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2790224032587
"hg38"	"NA19331"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1659836065574
"hg38"	"NA19338"	"1kGP WGS
long-read"	"cramino_qual"	14	13.6945010183299
"hg38"	"NA19347"	"1kGP WGS
long-read"	"cramino_qual"	15	14.201646090535
"hg38"	"NA19350"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9531568228106
"hg38"	"NA19351"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4806517311609
"hg38"	"NA19352"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1124744376278
"hg38"	"NA19355"	"1kGP WGS
long-read"	"cramino_qual"	17	15.9549180327869
"hg38"	"NA19383"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9651639344262
"hg38"	"NA19385"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2106339468303
"hg38"	"NA19391"	"1kGP WGS
long-read"	"cramino_qual"	16	15.640081799591
"hg38"	"NA19393"	"1kGP WGS
long-read"	"cramino_qual"	16	15.172131147541
"hg38"	"NA19397"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9061224489796
"hg38"	"NA19398"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2269938650307
"hg38"	"NA19399"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4
"hg38"	"NA19403"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4590163934426
"hg38"	"NA19432"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0449897750511
"hg38"	"NA19439"	"1kGP WGS
long-read"	"cramino_qual"	15	14.2932790224033
"hg38"	"NA19449"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4195519348269
"hg38"	"NA19453"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1738241308793
"hg38"	"NA19463"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3668032786885
"hg38"	"NA19472"	"1kGP WGS
long-read"	"cramino_qual"	14	14.0650406504065
"hg38"	"NA19651"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0777096114519
"hg38"	"NA19652"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9551020408163
"hg38"	"NA19654"	"1kGP WGS
long-read"	"cramino_qual"	16	15.334693877551
"hg38"	"NA19655"	"1kGP WGS
long-read"	"cramino_qual"	14	13.3163265306122
"hg38"	"NA19657"	"1kGP WGS
long-read"	"cramino_qual"	17	16.2181069958848
"hg38"	"NA19658"	"1kGP WGS
long-read"	"cramino_qual"	17	15.6897959183673
"hg38"	"NA19660"	"1kGP WGS
long-read"	"cramino_qual"	17	16.2795918367347
"hg38"	"NA19661"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9469387755102
"hg38"	"NA19663"	"1kGP WGS
long-read"	"cramino_qual"	16	15.4065708418891
"hg38"	"NA19664"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2474437627812
"hg38"	"NA19669"	"1kGP WGS
long-read"	"cramino_qual"	17	15.9426229508197
"hg38"	"NA19675"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6919917864476
"hg38"	"NA19676"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8997955010225
"hg38"	"NA19679"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2219959266802
"hg38"	"NA19700"	"1kGP WGS
long-read"	"cramino_qual"	17	16.3483606557377
"hg38"	"NA19701"	"1kGP WGS
long-read"	"cramino_qual"	17	16.7474332648871
"hg38"	"NA19703"	"1kGP WGS
long-read"	"cramino_qual"	18	16.8732106339468
"hg38"	"NA19707"	"1kGP WGS
long-read"	"cramino_qual"	17	16.4303278688525
"hg38"	"NA19711"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4367346938776
"hg38"	"NA19717"	"1kGP WGS
long-read"	"cramino_qual"	14	14.2708757637475
"hg38"	"NA19720"	"1kGP WGS
long-read"	"cramino_qual"	17	15.6359918200409
"hg38"	"NA19723"	"1kGP WGS
long-read"	"cramino_qual"	15	14.9139344262295
"hg38"	"NA19728"	"1kGP WGS
long-read"	"cramino_qual"	15	14.5051124744376
"hg38"	"NA19729"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4897959183673
"hg38"	"NA19734"	"1kGP WGS
long-read"	"cramino_qual"	14	14.1183673469388
"hg38"	"NA19735"	"1kGP WGS
long-read"	"cramino_qual"	15	14.7448979591837
"hg38"	"NA19740"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3148148148148
"hg38"	"NA19747"	"1kGP WGS
long-read"	"cramino_qual"	14	14.077868852459
"hg38"	"NA19749"	"1kGP WGS
long-read"	"cramino_qual"	15	14.5523613963039
"hg38"	"NA19750"	"1kGP WGS
long-read"	"cramino_qual"	16	15.239837398374
"hg38"	"NA19753"	"1kGP WGS
long-read"	"cramino_qual"	16	15.278118609407
"hg38"	"NA19758"	"1kGP WGS
long-read"	"cramino_qual"	16	15.4171779141104
"hg38"	"NA19759"	"1kGP WGS
long-read"	"cramino_qual"	17	16.1724845995893
"hg38"	"NA19762"	"1kGP WGS
long-read"	"cramino_qual"	16	14.7520491803279
"hg38"	"NA19770"	"1kGP WGS
long-read"	"cramino_qual"	17	15.6462167689162
"hg38"	"NA19774"	"1kGP WGS
long-read"	"cramino_qual"	17	16.1431492842536
"hg38"	"NA19782"	"1kGP WGS
long-read"	"cramino_qual"	17	16.7561475409836
"hg38"	"NA19786"	"1kGP WGS
long-read"	"cramino_qual"	17	16.4867075664622
"hg38"	"NA19789"	"1kGP WGS
long-read"	"cramino_qual"	17	16.5541922290389
"hg38"	"NA19818"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3435582822086
"hg38"	"NA19819"	"1kGP WGS
long-read"	"cramino_qual"	13	13.0224948875256
"hg38"	"NA19828"	"1kGP WGS
long-read"	"cramino_qual"	15	14.0306748466258
"hg38"	"NA19834"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1507128309572
"hg38"	"NA19835"	"1kGP WGS
long-read"	"cramino_qual"	14	13.6283367556468
"hg38"	"NA19900"	"1kGP WGS
long-read"	"cramino_qual"	15	14.0574948665298
"hg38"	"NA19901"	"1kGP WGS
long-read"	"cramino_qual"	14	13.4621676891616
"hg38"	"NA19904"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3333333333333
"hg38"	"NA19908"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1063394683027
"hg38"	"NA19909"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1591836734694
"hg38"	"NA19916"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3387755102041
"hg38"	"NA19921"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4571428571429
"hg38"	"NA19985"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3798767967146
"hg38"	"NA20127"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8934426229508
"hg38"	"NA20276"	"1kGP WGS
long-read"	"cramino_qual"	15	14.0020366598778
"hg38"	"NA20278"	"1kGP WGS
long-read"	"cramino_qual"	15	14.7371663244353
"hg38"	"NA20281"	"1kGP WGS
long-read"	"cramino_qual"	15	14.7566462167689
"hg38"	"NA20289"	"1kGP WGS
long-read"	"cramino_qual"	16	15.7104722792608
"hg38"	"NA20294"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4610655737705
"hg38"	"NA20298"	"1kGP WGS
long-read"	"cramino_qual"	15	14.230612244898
"hg38"	"NA20314"	"1kGP WGS
long-read"	"cramino_qual"	15	14.7959183673469
"hg38"	"NA20332"	"1kGP WGS
long-read"	"cramino_qual"	13	12.8553971486762
"hg38"	"NA20334"	"1kGP WGS
long-read"	"cramino_qual"	16	15.040899795501
"hg38"	"NA20336"	"1kGP WGS
long-read"	"cramino_qual"	17	15.435318275154
"hg38"	"NA20342"	"1kGP WGS
long-read"	"cramino_qual"	17	15.8911704312115
"hg38"	"NA20346"	"1kGP WGS
long-read"	"cramino_qual"	16	15.565306122449
"hg38"	"NA20348"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5605749486653
"hg38"	"NA20356"	"1kGP WGS
long-read"	"cramino_qual"	17	16.4303278688525
"hg38"	"NA20357"	"1kGP WGS
long-read"	"cramino_qual"	17	16.5235173824131
"hg38"	"NA20359"	"1kGP WGS
long-read"	"cramino_qual"	17	15.9366053169734
"hg38"	"NA20363"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2697768762677
"hg38"	"NA20503"	"1kGP WGS
long-read"	"cramino_qual"	17	16.6652977412731
"hg38"	"NA20504"	"1kGP WGS
long-read"	"cramino_qual"	17	16.3767820773931
"hg38"	"NA20505"	"1kGP WGS
long-read"	"cramino_qual"	17	16.3855670103093
"hg38"	"NA20514"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1656441717791
"hg38"	"NA20520"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4764826175869
"hg38"	"NA20525"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2678936605317
"hg38"	"NA20526"	"1kGP WGS
long-read"	"cramino_qual"	17	16.0699588477366
"hg38"	"NA20530"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5717213114754
"hg38"	"NA20531"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5316973415133
"hg38"	"NA20532"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2515337423313
"hg38"	"NA20534"	"1kGP WGS
long-read"	"cramino_qual"	13	12.8938775510204
"hg38"	"NA20536"	"1kGP WGS
long-read"	"cramino_qual"	15	14.2745901639344
"hg38"	"NA20538"	"1kGP WGS
long-read"	"cramino_qual"	16	15.4519427402863
"hg38"	"NA20539"	"1kGP WGS
long-read"	"cramino_qual"	17	16.1673469387755
"hg38"	"NA20540"	"1kGP WGS
long-read"	"cramino_qual"	17	16.1165644171779
"hg38"	"NA20585"	"1kGP WGS
long-read"	"cramino_qual"	17	15.8285714285714
"hg38"	"NA20587"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2367346938776
"hg38"	"NA20588"	"1kGP WGS
long-read"	"cramino_qual"	17	16.2912423625255
"hg38"	"NA20753"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5673469387755
"hg38"	"NA20757"	"1kGP WGS
long-read"	"cramino_qual"	15	14.9795501022495
"hg38"	"NA20761"	"1kGP WGS
long-read"	"cramino_qual"	15	14.2581967213115
"hg38"	"NA20762"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1909650924025
"hg38"	"NA20764"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3299180327869
"hg38"	"NA20769"	"1kGP WGS
long-read"	"cramino_qual"	15	14.881390593047
"hg38"	"NA20775"	"1kGP WGS
long-read"	"cramino_qual"	15	14.2381930184805
"hg38"	"NA20778"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4651639344262
"hg38"	"NA20785"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1717791411043
"hg38"	"NA20787"	"1kGP WGS
long-read"	"cramino_qual"	16	15.7632653061224
"hg38"	"NA20795"	"1kGP WGS
long-read"	"cramino_qual"	16	15.6959183673469
"hg38"	"NA20801"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5398773006135
"hg38"	"NA20805"	"1kGP WGS
long-read"	"cramino_qual"	17	15.8629856850716
"hg38"	"NA20810"	"1kGP WGS
long-read"	"cramino_qual"	16	15.6204081632653
"hg38"	"NA20813"	"1kGP WGS
long-read"	"cramino_qual"	16	15.634693877551
"hg38"	"NA20820"	"1kGP WGS
long-read"	"cramino_qual"	16	15.694045174538
"hg38"	"NA20822"	"1kGP WGS
long-read"	"cramino_qual"	17	15.8360655737705
"hg38"	"NA20846"	"1kGP WGS
long-read"	"cramino_qual"	17	15.8439425051335
"hg38"	"NA20847"	"1kGP WGS
long-read"	"cramino_qual"	14	13.8609406952965
"hg38"	"NA20852"	"1kGP WGS
long-read"	"cramino_qual"	17	16.0593047034765
"hg38"	"NA20853"	"1kGP WGS
long-read"	"cramino_qual"	17	15.9613034623218
"hg38"	"NA20858"	"1kGP WGS
long-read"	"cramino_qual"	17	15.6564417177914
"hg38"	"NA20861"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6004098360656
"hg38"	"NA20863"	"1kGP WGS
long-read"	"cramino_qual"	15	14.0182926829268
"hg38"	"NA20866"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1288343558282
"hg38"	"NA20867"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9511201629328
"hg38"	"NA20873"	"1kGP WGS
long-read"	"cramino_qual"	15	13.9446721311475
"hg38"	"NA20876"	"1kGP WGS
long-read"	"cramino_qual"	14	13.4142857142857
"hg38"	"NA20883"	"1kGP WGS
long-read"	"cramino_qual"	16	14.7897959183673
"hg38"	"NA20885"	"1kGP WGS
long-read"	"cramino_qual"	15.5	14.7
"hg38"	"NA20888"	"1kGP WGS
long-read"	"cramino_qual"	16	14.867617107943
"hg38"	"NA20890"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8977505112474
"hg38"	"NA20893"	"1kGP WGS
long-read"	"cramino_qual"	16	14.6707566462168
"hg38"	"NA20896"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8551020408163
"hg38"	"NA20898"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0040816326531
"hg38"	"NA20899"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0529531568228
"hg38"	"NA20900"	"1kGP WGS
long-read"	"cramino_qual"	15	13.669387755102
"hg38"	"NA20901"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8492871690428
"hg38"	"NA21098"	"1kGP WGS
long-read"	"cramino_qual"	16	15.8183673469388
"hg38"	"NA21099"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5329218106996
"hg38"	"NA21101"	"1kGP WGS
long-read"	"cramino_qual"	16	15.4918367346939
"hg38"	"NA21102"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5696721311475
"hg38"	"NA21103"	"1kGP WGS
long-read"	"cramino_qual"	16	15.7453798767967
"hg38"	"NA21110"	"1kGP WGS
long-read"	"cramino_qual"	16	15.799591002045
"hg38"	"NA21111"	"1kGP WGS
long-read"	"cramino_qual"	16	15.3040816326531
"hg38"	"NA21113"	"1kGP WGS
long-read"	"cramino_qual"	16	15.7897959183673
"hg38"	"NA21114"	"1kGP WGS
long-read"	"cramino_qual"	17	16.3938775510204
"hg38"	"NA21117"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4478527607362
"hg38"	"NA21118"	"1kGP WGS
long-read"	"cramino_qual"	17	15.8061855670103
"hg38"	"NA21120"	"1kGP WGS
long-read"	"cramino_qual"	18	16.7248459958932
"hg38"	"NA21124"	"1kGP WGS
long-read"	"cramino_qual"	17	15.7602459016393
"hg38"	"NA21126"	"1kGP WGS
long-read"	"cramino_qual"	17	16.2716049382716
"hg38"	"NA21127"	"1kGP WGS
long-read"	"cramino_qual"	17	15.9938650306748
"hg38"	"NA21142"	"1kGP WGS
long-read"	"cramino_qual"	17	15.961145194274
"T2T-CHM13"	"HG00096"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4265306122449
"T2T-CHM13"	"HG00098"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2751540041068
