"ID","nc","Hugo_Symbol","MSK-IMPACT 50k 2026","TCGA GDC 2025"
"517522","[1, 5] mismatches","MYO7A",NA,0.009
"518801","[1, 5] mismatches","SCN5A",NA,0.009
"519270","[1, 5] mismatches","CACNA1C",NA,0.009
"520138","[1, 5] mismatches","PRKG1",NA,0.009
"520701","> 5 mismatches | Indels","NMNAT2",NA,0.009
"52112","[1, 5] mismatches","BRCA2",NA,0.009
"52326","[1, 5] mismatches","BRCA2",0.004,0.009
"524580","[1, 5] mismatches","PTCH2",NA,0.009
"524816","[1, 5] mismatches","BLM",NA,0.009
"526899","[1, 5] mismatches","COL1A2",NA,0.009
"528216","[1, 5] mismatches","WRN",NA,0.009
"529024","[1, 5] mismatches","RECQL4",0.006,0.009
"529092","[1, 5] mismatches","RECQL4",NA,0.009
"53091","[1, 5] mismatches","KCNQ1",NA,0.009
"53101","[1, 5] mismatches","KCNQ1",NA,0.009
"531613","[1, 5] mismatches","NOD2",NA,0.009
"531630","[1, 5] mismatches","INVS",NA,0.009
"532316","[1, 5] mismatches","RYR2",NA,0.009
"532553","> 5 mismatches | Indels","HNRNPU",NA,0.009
"532621","[1, 5] mismatches","CASR",NA,0.009
"532962","[1, 5] mismatches","SMARCB1",0.008,0.009
"533146","[1, 5] mismatches","AXIN2",0.004,0.009
"533204","[1, 5] mismatches","AXIN2",NA,0.009
"533435","[1, 5] mismatches","TNPO3",NA,0.009
"535813","[1, 5] mismatches","CARD9",NA,0.009
"538134","[1, 5] mismatches","RETREG1",NA,0.009
"538468","[1, 5] mismatches","SCN9A",NA,0.009
"540050","[1, 5] mismatches","INF2",NA,0.009
"541071","[1, 5] mismatches","CACNA1S",NA,0.009
"541184","> 5 mismatches | Indels","AGRN",NA,0.009
"543026","[1, 5] mismatches","COL6A2",NA,0.009
"544054","[1, 5] mismatches","SCN2B",NA,0.009
"544148","[1, 5] mismatches","QARS1",NA,0.009
"54430","[1, 5] mismatches","BRCA1",NA,0.009
"545109","[1, 5] mismatches","IL17RD",NA,0.009
"546431","[1, 5] mismatches","CACNA1A",NA,0.009
"546854","[1, 5] mismatches","MBOAT7",NA,0.009
"551022","[1, 5] mismatches","F11",NA,0.009
"55114","> 5 mismatches | Indels","BRCA1",NA,0.009
"55145","[1, 5] mismatches","BRCA1",0.002,0.009
"551832","[1, 5] mismatches","PYGM",NA,0.009
"55219","[1, 5] mismatches","BRCA1",NA,0.009
"55361","[1, 5] mismatches","BRCA1",0.002,0.009
"55818","[1, 5] mismatches","EOGT",NA,0.009
"55911","[1, 5] mismatches","TCF12",NA,0.009
"55922","> 5 mismatches | Indels","LGR4",NA,0.009
"560869","[1, 5] mismatches","RET",NA,0.009
"56088","[1, 5] mismatches","GLDC",NA,0.009
"56093","[1, 5] mismatches","GLDC",NA,0.009
"56102","[1, 5] mismatches","GLDC",NA,0.009
"565613","[1, 5] mismatches","ELP1",NA,0.009
"56589","[1, 5] mismatches","POMGNT1",NA,0.009
"566223","> 5 mismatches | Indels","NPC1",NA,0.009
"567843","[1, 5] mismatches","COL12A1",NA,0.009
"569055","[1, 5] mismatches","CARD14",NA,0.009
"569414","[1, 5] mismatches","VHL",0.006,0.009
"570054","[1, 5] mismatches","ALK",NA,0.009
"570853","[1, 5] mismatches","MYLK",NA,0.009
"572820","[1, 5] mismatches","DNAAF2",NA,0.009
"573459","[1, 5] mismatches","LGI1",NA,0.009
"574515","[1, 5] mismatches","WWOX",NA,0.009
"575352","[1, 5] mismatches","RECQL4",0.006,0.009
"577162","[1, 5] mismatches","DNAH11",NA,0.009
"577338","[1, 5] mismatches","GAA",NA,0.009
"577967","> 5 mismatches | Indels","CHD7",NA,0.009
"578294","[1, 5] mismatches","BRCA2",NA,0.009
"578788","[1, 5] mismatches","DNMT3B",0.002,0.009
"578839","> 5 mismatches | Indels","DNAH5",NA,0.009
"579273","[1, 5] mismatches","PDGFRA",0.002,0.009
"579479","[1, 5] mismatches","HCN4",NA,0.009
"581993","[1, 5] mismatches","MUSK",NA,0.009
"582453","[1, 5] mismatches","SCN8A",NA,0.009
"584922","[1, 5] mismatches","TP53",0.002,0.009
"586004","[1, 5] mismatches","HSPG2",NA,0.009
"586940","[1, 5] mismatches","WDR62",NA,0.009
"587881","> 5 mismatches | Indels","LINS1",NA,0.009
"589258","[1, 5] mismatches","CACNA1A",NA,0.009
"589593","[1, 5] mismatches","SCN8A",NA,0.009
"590484","[1, 5] mismatches","RYR1",NA,0.009
"590504","[1, 5] mismatches","RYR1",NA,0.009
"590510","[1, 5] mismatches","RYR1",NA,0.009
"591808","[1, 5] mismatches","MYH9",NA,0.009
"592108","[1, 5] mismatches","SLC9A3",NA,0.009
"592987","[1, 5] mismatches","WFS1",NA,0.009
"594191","[1, 5] mismatches","TTN",NA,0.009
"594806","[1, 5] mismatches","PEX10",NA,0.009
"595190","> 5 mismatches | Indels","PEX5",NA,0.009
"597028","[1, 5] mismatches","HSPG2",NA,0.009
"598167","[1, 5] mismatches","MPV17",NA,0.009
"618771","> 5 mismatches | Indels","OTOA",NA,0.009
"620602","[1, 5] mismatches","SUFU",NA,0.009
"623674","[1, 5] mismatches","KIF1B",NA,0.009
"623899","[1, 5] mismatches","NAGLU",NA,0.009
"624376","[1, 5] mismatches","COL5A1",NA,0.009
"625249","[1, 5] mismatches","VHL",NA,0.009
"626868","[1, 5] mismatches","NOTCH1",0.008,0.009
"627142","[1, 5] mismatches","F11",NA,0.009
"627417","[1, 5] mismatches","HUWE1",NA,0.009
"628446","[1, 5] mismatches","APC",NA,0.009
"628649","[1, 5] mismatches","SCN5A",NA,0.009
"629086","[1, 5] mismatches","APC",NA,0.009
"629573","[1, 5] mismatches","RYR2",NA,0.009
"633793","[1, 5] mismatches","TGM1",NA,0.009
"634446","> 5 mismatches | Indels","SULT1A1",NA,0.009
"634859","[1, 5] mismatches","CYP2C19",NA,0.009
"6352","[1, 5] mismatches","SCN9A",NA,0.009
"636040","[1, 5] mismatches","MAK",NA,0.009
"636223","> 5 mismatches | Indels","PROM1",NA,0.009
"637361","[1, 5] mismatches","MPZ",NA,0.009
"639931","[1, 5] mismatches","CASR",NA,0.009
"640126","[1, 5] mismatches","SPRED1",NA,0.009
"640172","[1, 5] mismatches","VCL",NA,0.009
"642797","[1, 5] mismatches","POT1",NA,0.009
"644391","[1, 5] mismatches","BRCA1",NA,0.009
"64468","[1, 5] mismatches","ACLY",NA,0.009
"644987","[1, 5] mismatches","SMAD3",0.004,0.009
"645108","[1, 5] mismatches","VPS13B",NA,0.009
"645336","[1, 5] mismatches","GAA",NA,0.009
"645401","[1, 5] mismatches","BRCA2",NA,0.009
"646283","> 5 mismatches | Indels","WRN",NA,0.009
"646334","[1, 5] mismatches","JAK3",0.004,0.009
"646917","[1, 5] mismatches","PDGFRA",NA,0.009
"646991","[1, 5] mismatches","NLRP12",NA,0.009
"647781","[1, 5] mismatches","MFN2",NA,0.009
"648258","[1, 5] mismatches","ALMS1",NA,0.009
"648395","[1, 5] mismatches","COL6A2",NA,0.009
"649596","[1, 5] mismatches","SDCCAG8",NA,0.009
"650280","[1, 5] mismatches","TH",NA,0.009
"651397","[1, 5] mismatches","ALK",NA,0.009
"651856","[1, 5] mismatches","CCDC78",NA,0.009
"654130","[1, 5] mismatches","RYR1",NA,0.009
"654349","[1, 5] mismatches","GARS1",NA,0.009
"654414","[1, 5] mismatches","SEMA3E",NA,0.009
"655259","[1, 5] mismatches","ATP1A2",NA,0.009
"656122","[1, 5] mismatches","JUP",NA,0.009
"656510","[1, 5] mismatches","NOTCH1",NA,0.009
"656918","[1, 5] mismatches","EYS",NA,0.009
"657027","[1, 5] mismatches","LPIN2",NA,0.009
"657151","[1, 5] mismatches","SCN9A",NA,0.009
"657280","[1, 5] mismatches","TNFRSF13C",NA,0.009
"659357","[1, 5] mismatches","SPTAN1",NA,0.009
"659420","[1, 5] mismatches","JMJD1C",NA,0.009
"66099","[1, 5] mismatches","ATP13A2",NA,0.009
"661628","[1, 5] mismatches","DMD",NA,0.009
"662828","[1, 5] mismatches","NEB",NA,0.009
"663091","[1, 5] mismatches","BTK",NA,0.009
"665202","[1, 5] mismatches","LYST",NA,0.009
"665903","[1, 5] mismatches","CHRNA4",NA,0.009
"666967","[1, 5] mismatches","FAT4",NA,0.009
"668433","[1, 5] mismatches","MCM2",NA,0.009
"67212","[1, 5] mismatches","KCNH2",NA,0.009
"67281","[1, 5] mismatches","KCNH2",NA,0.009
"681517","[1, 5] mismatches","CHRNA4",NA,0.009
"682352","[1, 5] mismatches","WFS1",NA,0.009
"682538","[1, 5] mismatches","SLC7A7",NA,0.009
"684702","[1, 5] mismatches","NALCN",NA,0.009
"689684","[1, 5] mismatches","PICALM",NA,0.009
"689697","[1, 5] mismatches","DSCAML1",NA,0.009
"692043","[1, 5] mismatches","FLT4",0.008,0.009
"696752","[1, 5] mismatches","RYR1",NA,0.009
"696989","> 5 mismatches | Indels","RYR1",NA,0.009
"697775","[1, 5] mismatches","VPS13A",NA,0.009
"697912","[1, 5] mismatches","TTN",NA,0.009
"698204","[1, 5] mismatches","COL5A1",NA,0.009
"699163","[1, 5] mismatches","PTCH2",NA,0.009
"699281","[1, 5] mismatches","CALR3",NA,0.009
"699985","[1, 5] mismatches","NEK8",NA,0.009
"700071","[1, 5] mismatches","MYH11",NA,0.009
"700648","> 5 mismatches | Indels","GATA4",NA,0.009
"700768","[1, 5] mismatches","RECQL4",NA,0.009
"701056","[1, 5] mismatches","TUBB4A",NA,0.009
"701394","[1, 5] mismatches","INPP5E",NA,0.009
"701513","[1, 5] mismatches","MKS1",NA,0.009
"701711","[1, 5] mismatches","DNAH5",NA,0.009
"702397","[1, 5] mismatches","TH",NA,0.009
"702679","[1, 5] mismatches","PLCB1",NA,0.009
"702960","[1, 5] mismatches","PRDM16",NA,0.009
"703763","[1, 5] mismatches","DNAH5",NA,0.009
"704179","> 5 mismatches | Indels","MBD5",NA,0.009
"704260","[1, 5] mismatches","RYR1",NA,0.009
"704473","[1, 5] mismatches","LRP4",NA,0.009
"704762","[1, 5] mismatches","KCNE1",NA,0.009
"705034","[1, 5] mismatches","SGCG",NA,0.009
"705675","[1, 5] mismatches","COL5A1",NA,0.009
"706772","[1, 5] mismatches","SCN11A",NA,0.009
"707148","[1, 5] mismatches","COL1A1",NA,0.009
"707745","[1, 5] mismatches","RRAS",NA,0.009
"712650","> 5 mismatches | Indels","CSF3",NA,0.009
"714222","[1, 5] mismatches","TTC21B",NA,0.009
"717481","[1, 5] mismatches","COL4A2",NA,0.009
"719419","[1, 5] mismatches","CACNA1D",NA,0.009
"719481","[1, 5] mismatches","BCKDHA",NA,0.009
"722016","> 5 mismatches | Indels","DMD",NA,0.009
"722051","[1, 5] mismatches","ROBO1",NA,0.009
"722651","[1, 5] mismatches","PLXND1",NA,0.009
"724879","[1, 5] mismatches","COL6A6",NA,0.009
"726355","[1, 5] mismatches","ROR2",NA,0.009
"727962","[1, 5] mismatches","MYH3",NA,0.009
"729978","[1, 5] mismatches","NOD2",NA,0.009
"731337","[1, 5] mismatches","RAC2",NA,0.009
"733170","[1, 5] mismatches","FBN1",NA,0.009
"735632","> 5 mismatches | Indels","EP400",NA,0.009
"736000","[1, 5] mismatches","DISC1",NA,0.009
"736536","[1, 5] mismatches","MAN1B1",NA,0.009
"738581","[1, 5] mismatches","COG8",NA,0.009
"739319","[1, 5] mismatches","LARS1",NA,0.009
"741252","[1, 5] mismatches","ZNF335",NA,0.009
"741253","[1, 5] mismatches","GNB1L",NA,0.009
"745038","[1, 5] mismatches","LDHB",NA,0.009
"746034","[1, 5] mismatches","ISG20",NA,0.009
"746055","[1, 5] mismatches","FAT4",NA,0.009
"746205","[1, 5] mismatches","IGF2",NA,0.009
"747443","[1, 5] mismatches","FKRP",NA,0.009
"747814","[1, 5] mismatches","CARD14",NA,0.009
"748432","[1, 5] mismatches","TSHB",NA,0.009
"748963","[1, 5] mismatches","ADCY8",NA,0.009
"751434","[1, 5] mismatches","NOS3",NA,0.009
"751602","[1, 5] mismatches","CACNA1C",NA,0.009
"751945","[1, 5] mismatches","SLC6A19",NA,0.009
"752174","[1, 5] mismatches","RNF168",NA,0.009
"752301","[1, 5] mismatches","LAMA5",NA,0.009
"752810","[1, 5] mismatches","FN1",NA,0.009
"753119","[1, 5] mismatches","KCNK9",NA,0.009
"753212","[1, 5] mismatches","TTN",NA,0.009
"753374","[1, 5] mismatches","F5",NA,0.009
"754086","[1, 5] mismatches","TECTA",NA,0.009
"754771","[1, 5] mismatches","ASNS",NA,0.009
"755585","[1, 5] mismatches","NFKB2",NA,0.009
"755732","[1, 5] mismatches","CHD2",NA,0.009
"755881","[1, 5] mismatches","RFX5",NA,0.009
"757035","> 5 mismatches | Indels","CACNA1H",NA,0.009
"757259","[1, 5] mismatches","SLC12A5",NA,0.009
"757899","[1, 5] mismatches","PIGG",NA,0.009
"759198","[1, 5] mismatches","BLM",NA,0.009
"759603","> 5 mismatches | Indels","CNGA2",NA,0.009
"760904","[1, 5] mismatches","MSH3",NA,0.009
"761237","[1, 5] mismatches","AHNAK",NA,0.009
"761686","[1, 5] mismatches","GABRD",NA,0.009
"763416","[1, 5] mismatches","CNGB3",NA,0.009
"763491","[1, 5] mismatches","VAMP1",NA,0.009
"764787","[1, 5] mismatches","ANK1",NA,0.009
"766193","[1, 5] mismatches","SLC52A3",NA,0.009
"766267","[1, 5] mismatches","FTCD",NA,0.009
"767289","[1, 5] mismatches","RYR3",NA,0.009
"772962","[1, 5] mismatches","EVC",NA,0.009
"783118","[1, 5] mismatches","GLI2",NA,0.009
"784678","> 5 mismatches | Indels","RTEL1",NA,0.009
"788330","[1, 5] mismatches","PINK1",NA,0.009
"788711","[1, 5] mismatches","ADAMTS17",NA,0.009
"789246","> 5 mismatches | Indels","PLCB1",NA,0.009
"7907","[1, 5] mismatches","ABCA4",NA,0.009
"792669","[1, 5] mismatches","KCNH2",NA,0.009
"792827","[1, 5] mismatches","COL4A2",NA,0.009
"792922","[1, 5] mismatches","HCFC1",NA,0.009
"792993","> 5 mismatches | Indels","WDR45B",NA,0.009
"793441","[1, 5] mismatches","MMP9",NA,0.009
"793563","[1, 5] mismatches","CSF1R",NA,0.009
"794413","[1, 5] mismatches","MPI",NA,0.009
"794440","> 5 mismatches | Indels","NRXN1",NA,0.009
"795333","[1, 5] mismatches","HOGA1",NA,0.009
"795751","[1, 5] mismatches","CARD11",NA,0.009
"795865","[1, 5] mismatches","AGBL5",NA,0.009
"797144","[1, 5] mismatches","PLCB1",NA,0.009
"798534","[1, 5] mismatches","IL2RA",NA,0.009
"799959","[1, 5] mismatches","DHCR7",NA,0.009
"800340","[1, 5] mismatches","RECQL4",0.004,0.009
"802705","> 5 mismatches | Indels","MYO7A",NA,0.009
"803319","[1, 5] mismatches","CTC1",NA,0.009
"805105","[1, 5] mismatches","OTOF",NA,0.009
"806830","> 5 mismatches | Indels","MFAP5",NA,0.009
"808532","[1, 5] mismatches","RYR1",NA,0.009
"809415","[1, 5] mismatches","MTMR14",NA,0.009
"810720","[1, 5] mismatches","COL6A6",NA,0.009
"811685","[1, 5] mismatches","KCNK3",NA,0.009
"813231","[1, 5] mismatches","RPGR",NA,0.009
"816974","[1, 5] mismatches","CLTC",NA,0.009
"818478","[1, 5] mismatches","TSC2",0.002,0.009
"819135","[1, 5] mismatches","NF1",0.008,0.009
"819869","[1, 5] mismatches","APC",NA,0.009
"823698","[1, 5] mismatches","BRIP1",NA,0.009
"824545","[1, 5] mismatches","BLM",0.002,0.009
"826051","[1, 5] mismatches","TP53",0.008,0.009
"826491","> 5 mismatches | Indels","ATM",NA,0.009
"826915","[1, 5] mismatches","CTRC",NA,0.009
"829915","[1, 5] mismatches","SALL1",NA,0.009
"829921","[1, 5] mismatches","COL4A3",NA,0.009
"834782","> 5 mismatches | Indels","MYH7",NA,0.009
"836262","[1, 5] mismatches","SPATA5",NA,0.009
"837016","[1, 5] mismatches","NGLY1",NA,0.009
"840306","[1, 5] mismatches","WDR45",NA,0.009
"840749","[1, 5] mismatches","ADAM17",NA,0.009
"841158","[1, 5] mismatches","TUBGCP6",NA,0.009
"841480","[1, 5] mismatches","MLH1",NA,0.009
"842795","[1, 5] mismatches","AXIN2",NA,0.009
"843044","[1, 5] mismatches","COL5A1",NA,0.009
"843050","[1, 5] mismatches","PREPL",NA,0.009
"843386","[1, 5] mismatches","CDKN1B",0.006,0.009
"843843","[1, 5] mismatches","A2ML1",NA,0.009
"844274","[1, 5] mismatches","ITGA7",NA,0.009
"844800","[1, 5] mismatches","DMD",NA,0.009
"844815","[1, 5] mismatches","CYBA",NA,0.009
"845297","[1, 5] mismatches","SCN10A",NA,0.009
"845589","[1, 5] mismatches","SETX",NA,0.009
"847812","[1, 5] mismatches","BBS4",NA,0.009
"847960","[1, 5] mismatches","NLRP12",NA,0.009
"849061","[1, 5] mismatches","MYLK",NA,0.009
"849397","[1, 5] mismatches","RET",NA,0.009
"850147","[1, 5] mismatches","RLBP1",NA,0.009
"850733","[1, 5] mismatches","FOXN1",NA,0.009
"850979","[1, 5] mismatches","RTEL1",0.004,0.009
"851824","[1, 5] mismatches","DOCK8",NA,0.009
"8557","[1, 5] mismatches","NR3C2",NA,0.009
"856338","[1, 5] mismatches","STK11",NA,0.009
"857065","> 5 mismatches | Indels","SLC25A12",NA,0.009
"858266","[1, 5] mismatches","ALK",0.002,0.009
"860168","[1, 5] mismatches","P3H2",NA,0.009
"860642","> 5 mismatches | Indels","TRPM4",NA,0.009
"861450","[1, 5] mismatches","AGBL5",NA,0.009
"861612","[1, 5] mismatches","ERCC4",0.002,0.009
"861988","[1, 5] mismatches","ATRX",0.002,0.009
"862413","[1, 5] mismatches","SLC2A1",NA,0.009
"863030","[1, 5] mismatches","AXIN2",0.002,0.009
"863523","[1, 5] mismatches","COL5A1",NA,0.009
"864639","> 5 mismatches | Indels","TNNT1",NA,0.009
"866270","> 5 mismatches | Indels","INPP5E",NA,0.009
"867054","[1, 5] mismatches","AHI1",NA,0.009
"867190","> 5 mismatches | Indels","RP1L1",NA,0.009
"868686","[1, 5] mismatches","BRCA1",NA,0.009
"868843","[1, 5] mismatches","BRCA1",NA,0.009
"869053","[1, 5] mismatches","BRCA1",NA,0.009
"870813","[1, 5] mismatches","CDH1",0.006,0.009
"872388","[1, 5] mismatches","NPC1",NA,0.009
"872513","[1, 5] mismatches","MPZ",NA,0.009
"873236","[1, 5] mismatches","ERBB4",0.008,0.009
"873831","[1, 5] mismatches","LYST",NA,0.009
"874022","> 5 mismatches | Indels","COL11A1",NA,0.009
"874177","[1, 5] mismatches","ZMPSTE24",NA,0.009
"874254","> 5 mismatches | Indels","GJA8",NA,0.009
"874325","[1, 5] mismatches","LAMB3",NA,0.009
"874663","[1, 5] mismatches","SERPINC1",NA,0.009
"875265","[1, 5] mismatches","UROD",NA,0.009
"875816","[1, 5] mismatches","HSPG2",NA,0.009
"876375","[1, 5] mismatches","ATP13A2",NA,0.009
"877530","[1, 5] mismatches","OAT",NA,0.009
"879402","[1, 5] mismatches","TECTA",NA,0.009
"8810","[1, 5] mismatches","BMPR2",NA,0.009
"882780","[1, 5] mismatches","FREM2",NA,0.009
"884191","[1, 5] mismatches","COL4A1",NA,0.009
"886156","[1, 5] mismatches","SCNN1G",NA,0.009
"886466","[1, 5] mismatches","CIITA",NA,0.009
"888402","[1, 5] mismatches","OCA2",NA,0.009
"888818","> 5 mismatches | Indels","FKBP10",NA,0.009
"888982","[1, 5] mismatches","MYO5B",NA,0.009
"890512","[1, 5] mismatches","TRPV3",NA,0.009
"890829","> 5 mismatches | Indels","PRKCSH",NA,0.009
"892294","[1, 5] mismatches","GPR179",NA,0.009
"894163","[1, 5] mismatches","TPO",NA,0.009
"895722","[1, 5] mismatches","SLC3A1",NA,0.009
"898877","[1, 5] mismatches","OBSL1",NA,0.009
"898961","[1, 5] mismatches","PCARE",NA,0.009
"899497","[1, 5] mismatches","MCCC1",NA,0.009
"901429","[1, 5] mismatches","IFT122",NA,0.009
"903225","> 5 mismatches | Indels","SLC5A1",NA,0.009
"903485","> 5 mismatches | Indels","IQCB1",NA,0.009
"907729","[1, 5] mismatches","EVC",NA,0.009
"909418","> 5 mismatches | Indels","RP1L1",NA,0.009
"909492","[1, 5] mismatches","BMP1",NA,0.009
"909532","[1, 5] mismatches","ATP6V0A4",NA,0.009
"909565","[1, 5] mismatches","CHD7",NA,0.009
"910208","[1, 5] mismatches","NOBOX",NA,0.009
"911635","[1, 5] mismatches","POR",NA,0.009
"911708","> 5 mismatches | Indels","RP1L1",NA,0.009
"912377","[1, 5] mismatches","DOCK8",NA,0.009
"915366","[1, 5] mismatches","SYNE1",NA,0.009
"916043","[1, 5] mismatches","SLC6A19",NA,0.009
"916878","> 5 mismatches | Indels","FIG4",NA,0.009
"918172","[1, 5] mismatches","PRKCG",NA,0.009
"918862","[1, 5] mismatches","SMAD3",NA,0.009
"918865","[1, 5] mismatches","SMAD3",0.004,0.009
"91935","[1, 5] mismatches","GCKR",NA,0.009
"919598","> 5 mismatches | Indels","KCNH2",NA,0.009
"9219","[1, 5] mismatches","NOTCH3",0.002,0.009
"922397","> 5 mismatches | Indels","RYR2",NA,0.009
"923549","> 5 mismatches | Indels","RYR2",NA,0.009
"923877","[1, 5] mismatches","MYH11",NA,0.009
"925552","[1, 5] mismatches","RYR2",NA,0.009
"9258","[1, 5] mismatches","HMGCS2",NA,0.009
"92754","[1, 5] mismatches","PAH",NA,0.009
"928382","[1, 5] mismatches","FBN1",NA,0.009
"928550","[1, 5] mismatches","A2ML1",NA,0.009
"929275","[1, 5] mismatches","TMEM107",NA,0.009
"930929","[1, 5] mismatches","LRRK2",NA,0.009
"931069","[1, 5] mismatches","RYR3",NA,0.009
"93480","[1, 5] mismatches","RYR2",NA,0.009
"93493","[1, 5] mismatches","G6PD",NA,0.009
"936349","[1, 5] mismatches","TRPM4",NA,0.009
"936440","[1, 5] mismatches","GLDC",NA,0.009
"936864","[1, 5] mismatches","TRPM1",NA,0.009
"937102","[1, 5] mismatches","WHRN",NA,0.009
"937457","[1, 5] mismatches","FIG4",NA,0.009
"937508","[1, 5] mismatches","ATP1A2",NA,0.009
"938472","[1, 5] mismatches","JMJD1C",NA,0.009
"939899","[1, 5] mismatches","A2ML1",NA,0.009
"941197","[1, 5] mismatches","ZDHHC9",NA,0.009
"941739","> 5 mismatches | Indels","CD8A",NA,0.009
"942129","[1, 5] mismatches","PSMB8",NA,0.009
"942722","> 5 mismatches | Indels","AGRN",NA,0.009
"943861","[1, 5] mismatches","NME8",NA,0.009
"943962","[1, 5] mismatches","TRDN",NA,0.009
"947408","[1, 5] mismatches","COL3A1",NA,0.009
"947589","[1, 5] mismatches","LRBA",NA,0.009
"94817","[1, 5] mismatches","DMD",NA,0.009
"948198","[1, 5] mismatches","HRAS",NA,0.009
"94845","[1, 5] mismatches","DMD",NA,0.009
"949256","[1, 5] mismatches","GALC",NA,0.009
"949332","[1, 5] mismatches","COL12A1",NA,0.009
"949355","[1, 5] mismatches","TRDN",NA,0.009
"949926","[1, 5] mismatches","SCN2A",NA,0.009
"950359","[1, 5] mismatches","IL2RA",NA,0.009
"951068","[1, 5] mismatches","PIK3AP1",NA,0.009
"952578","> 5 mismatches | Indels","ELP1",NA,0.009
"953137","[1, 5] mismatches","PLCG2",NA,0.009
"953520","[1, 5] mismatches","HGSNAT",NA,0.009
"955583","[1, 5] mismatches","PRPH2",NA,0.009
"95560","[1, 5] mismatches","CNTNAP2",NA,0.009
"955947","[1, 5] mismatches","CACNA2D4",NA,0.009
"956457","[1, 5] mismatches","SETD2",0.004,0.009
"956514","[1, 5] mismatches","ATM",NA,0.009
"958137","[1, 5] mismatches","NSDHL",NA,0.009
"958655","[1, 5] mismatches","PRKAG2",NA,0.009
"959086","> 5 mismatches | Indels","CLN3",NA,0.009
"959995","[1, 5] mismatches","CASR",NA,0.009
"960199","[1, 5] mismatches","TSC1",NA,0.009
"960286","> 5 mismatches | Indels","CACNA2D4",NA,0.009
"960359","[1, 5] mismatches","EGFR",0.006,0.009
"960856","[1, 5] mismatches","GDAP1",NA,0.009
"961029","[1, 5] mismatches","VCAN",NA,0.009
"962590","[1, 5] mismatches","FANCM",NA,0.009
"963645","[1, 5] mismatches","MYO7A",NA,0.009
"964977","[1, 5] mismatches","NLRP12",NA,0.009
"966446","[1, 5] mismatches","QARS1",NA,0.009
"966591","[1, 5] mismatches","NEXN",NA,0.009
"966775","[1, 5] mismatches","DST",NA,0.009
"968372","[1, 5] mismatches","CNTN1",NA,0.009
"968601","[1, 5] mismatches","LDB3",NA,0.009
"970262","> 5 mismatches | Indels","CLN3",NA,0.009
"970744","[1, 5] mismatches","GNB3",NA,0.009
"971630","[1, 5] mismatches","NEB",NA,0.009
"972048","> 5 mismatches | Indels","ABAT",NA,0.009
"973102","[1, 5] mismatches","ACTG2",NA,0.009
"973300","> 5 mismatches | Indels","RAD21",0.004,0.009
"973324","[1, 5] mismatches","TMEM107",NA,0.009
"974250","[1, 5] mismatches","FANCA",0.002,0.009
"976126","[1, 5] mismatches","SCN2A",NA,0.009
"976198","[1, 5] mismatches","KCNQ5",NA,0.009
"976556","[1, 5] mismatches","LZTR1",NA,0.009
"976589","[1, 5] mismatches","FBP1",NA,0.009
"976625","[1, 5] mismatches","FREM1",NA,0.009
"977498","[1, 5] mismatches","RPS19",NA,0.009
"977664","[1, 5] mismatches","TUBB8",NA,0.009
"978453","[1, 5] mismatches","ANKLE2",NA,0.009
"97973","[1, 5] mismatches","NLRP3",NA,0.009
"981175","[1, 5] mismatches","MTOR",0.006,0.009
"981338","> 5 mismatches | Indels","HDAC4",NA,0.009
"982595","[1, 5] mismatches","SMAD3",0.008,0.009
"982776","[1, 5] mismatches","RORA",NA,0.009
"982961","[1, 5] mismatches","LRP4",NA,0.009
"98307","[1, 5] mismatches","CHRNA4",NA,0.009
"98395","[1, 5] mismatches","NRG1",NA,0.009
"984807","[1, 5] mismatches","HIVEP2",NA,0.009
"987146","[1, 5] mismatches","ATL1",NA,0.009
"989946","[1, 5] mismatches","KCNJ11",NA,0.009
"990197","[1, 5] mismatches","COL7A1",NA,0.009
"991236","[1, 5] mismatches","ABCB11",NA,0.009
"991631","[1, 5] mismatches","MMAB",NA,0.009
"991977","[1, 5] mismatches","CIITA",NA,0.009
"99300","[1, 5] mismatches","ABCA4",NA,0.009
"995880","> 5 mismatches | Indels","RB1",0.006,0.009
"995908","> 5 mismatches | Indels","RB1",0.008,0.009
"995910","> 5 mismatches | Indels","RB1",NA,0.009
"996345","[1, 5] mismatches","TRIM71",NA,0.009
"999842","[1, 5] mismatches","GRM6",NA,0.009
"1004560","[1, 5] mismatches","JAK3",0.008,NA
"1030970","[1, 5] mismatches","CARD11",0.008,NA
"1052097","[1, 5] mismatches","PARK2",0.008,NA
"1052713","[1, 5] mismatches","RNF43",0.008,NA
"1062160","[1, 5] mismatches","DNMT3B",0.008,NA
"1164429","[1, 5] mismatches","ATRX",0.008,NA
"1202404","[1, 5] mismatches","NF1",0.008,NA
"1210247","[1, 5] mismatches","MED12",0.008,NA
"12237","[1, 5] mismatches","CDH1",0.008,NA
"127462","[1, 5] mismatches","ATM",0.008,NA
"127510","> 5 mismatches | Indels","BLM",0.008,NA
"1285395","[1, 5] mismatches","NF2",0.008,NA
"1299196","[1, 5] mismatches","MED12",0.008,NA
"1311063","[1, 5] mismatches","ERCC2",0.008,NA
"1331053","[1, 5] mismatches","PIK3CG",0.008,NA
"134160","[1, 5] mismatches","ERCC5",0.008,NA
"13551","> 5 mismatches | Indels","PDGFRA",0.008,NA
"136478","[1, 5] mismatches","AXIN2",0.008,NA
"161397","[1, 5] mismatches","TP53",0.008,NA
